player,Position,cps,url,cap_hit,cap_hit_pct,base_salary,signing_bonus,contract_start_year,contract_years_signed,contract_years_left,free_agent_year,salary_signed,status_after_contract,age,birthday,experience,country,college,drafted,team_name
Casey Cizikas,C,0.290983289584005,https://www.spotrac.com/nhl/player/_/id/10623,2500000,2.84,2500000,-,2021,6,3,2027,15000000,UFA,33-213d,Feb 27 1991,11 Years,CA,St. Michael's,Round 4 (#92 overall) 2009,New York Islanders
Sonny Milano,L,0.2013258155478155,https://www.spotrac.com/nhl/player/_/id/15842,1900000,2.16,1900000,-,2023,3,2,2026,5700000,UFA,28-137d,May 12 1996,7 Years,,,Round 1 (#16 overall) 2014,Washington Capitals
Vladislav Gavrikov,D,0.422029564965429,https://www.spotrac.com/nhl/player/_/id/28999,5875000,6.68,775000,4475000,2023,2,1,2025,11750000,UFA,28-310d,Nov 21 1995,3 Years,RU,,Round 6 (#159 overall) 2015,Los Angeles Kings
Timothy Liljegren,D,0.3504878342476796,https://www.spotrac.com/nhl/player/_/id/23696,3000000,3.41,1000000,2400000,2024,2,2,2026,6000000,UFA,25-149d,Apr 30 1999,3 Years,SE,Timra,Round 1 (#17 overall) 2017,Toronto Maple Leafs
Rasmus Sandin,D,0.3781961045620211,https://www.spotrac.com/nhl/player/_/id/27092,4600000,5.23,3000000,2000000,2024,5,5,2029,23000000,UFA,24-202d,Mar 07 2000,3 Years,SE,Sault Ste. Marie,Round 1 (#29 overall) 2018,Washington Capitals
Bobby Brink,R,0.2305432522806914,https://www.spotrac.com/nhl/player/_/id/31658,1500000,1.7,1250000,250000,2024,2,2,2026,3000000,RFA,23-79d,Jul 08 2001,,US,Sioux City Musketeers,Round 2 (#34 overall) 2019,Philadelphia Flyers
Cole Smith,L,0.2767716489521576,https://www.spotrac.com/nhl/player/_/id/47398,1000000,1.14,1000000,-,2024,2,2,2026,2000000,UFA,28-334d,Oct 28 1995,2 Years,US,,Undrafted NSH 2020,Nashville Predators
Alex Laferriere,R,0.2925618714801453,https://www.spotrac.com/nhl/player/_/id/62944,875000,0.99,787500,87500,2022,3,1,2025,2625000,RFA,22-332d,Oct 28 2001,,US,,Round 3 (#83 overall) 2020,Los Angeles Kings
Corey Perry,R,0.21951519186602,https://www.spotrac.com/nhl/player/_/id/1403,1150000,1.31,1150000,-,2024,1,1,2025,1150000,UFA,39-197d,Mar 16 1985,18 Years,CA,London,Round 1 (#28 overall) 2003,Edmonton Oilers
Nic Dowd,C,0.3097155768728302,https://www.spotrac.com/nhl/player/_/id/16636,1300000,1.48,1000000,-,2022,3,1,2025,3900000,UFA,34-124d,May 27 1990,7 Years,US,St. Cloud State,Round 7 (#197 overall) 2009,Washington Capitals
Jacob Trouba,D,0.5053724051898154,https://www.spotrac.com/nhl/player/_/id/10756,8000000,9.09,6000000,-,2019,7,2,2026,56000000,UFA,30-213d,Feb 26 1994,9 Years,US,Michigan,Round 1 (#9 overall) 2012,New York Rangers
Michael McCarron,R,0.2492275584358755,https://www.spotrac.com/nhl/player/_/id/13411,900000,1.02,900000,-,2024,2,2,2026,1800000,UFA,29-204d,Mar 07 1995,4 Years,,,Round 1 (#25 overall) 2013,Nashville Predators
Kasperi Kapanen,R,0.2481423597517335,https://www.spotrac.com/nhl/player/_/id/15573,1000000,1.14,1000000,-,2024,1,1,2025,1000000,UFA,28-65d,Jul 23 1996,7 Years,FI,KalPa,Round 1 (#22 overall) 2014,St. Louis Blues
Jalen Chatfield,D,0.3249863985124201,https://www.spotrac.com/nhl/player/_/id/21642,3000000,3.41,1000000,2750000,2024,3,3,2027,9000000,UFA,28-133d,May 16 1996,3 Years,US,Windsor,,Carolina Hurricanes
Alexander Romanov,D,0.5464216595703795,https://www.spotrac.com/nhl/player/_/id/27107,2500000,2.84,2500000,-,2022,3,1,2025,7500000,RFA,24-263d,Jan 06 2000,2 Years,RU,Russia U-18,Round 2 (#38 overall) 2018,New York Islanders
Brett Leason,R,0.2323168570591158,https://www.spotrac.com/nhl/player/_/id/31680,1050000,1.19,1050000,-,2024,1,1,2025,1050000,UFA,25-149d,Apr 30 1999,2 Years,CA,Prince Albert,Round 2 (#56 overall) 2019,Anaheim Ducks
Kaiden Guhle,D,0.4701009427757042,https://www.spotrac.com/nhl/player/_/id/62873,863333,0.98,832500,-,2025,6,7,2031,33300000,UFA,22-250d,Jan 18 2002,,CA,,Round 1 (#16 overall) 2020,Montreal Canadiens
Hendrix Lapierre,C,0.2180303288984811,https://www.spotrac.com/nhl/player/_/id/62879,863333,0.98,832500,-,2022,3,1,2025,3502500,RFA,22-228d,Feb 09 2002,,CA,,Round 1 (#22 overall) 2020,Washington Capitals
Marcus Foligno,L,0.2138369464840304,https://www.spotrac.com/nhl/player/_/id/7989,4000000,4.55,5000000,-,2024,4,4,2028,16000000,UFA,33-49d,Aug 10 1991,11 Years,US,Sudbury,Round 4 (#104 overall) 2009,Minnesota Wild
Calle Jarnkrok,C,0.277614442244359,https://www.spotrac.com/nhl/player/_/id/10717,2100000,2.39,775000,1325000,2022,4,2,2026,8400000,UFA,32-3d,Sep 25 1991,9 Years,SE,Brynas,Round 2 (#51 overall) 2010,Toronto Maple Leafs
Oskar Sundqvist,C,0.2629506520412968,https://www.spotrac.com/nhl/player/_/id/15305,1500000,1.7,1500000,-,2024,2,2,2026,3000000,UFA,30-188d,Mar 23 1994,7 Years,SE,Skelleftea,Round 3 (#81 overall) 2012,St. Louis Blues
Jake Walman,D,0.3987533930896813,https://www.spotrac.com/nhl/player/_/id/21675,3400000,3.86,3400000,-,2023,3,2,2026,10200000,UFA,28-219d,Feb 20 1996,4 Years,CA,Providence,Round 3 (#82 overall) 2014,San Jose Sharks
Beck Malenstyn,L,0.2594999463469715,https://www.spotrac.com/nhl/player/_/id/20432,1350000,1.53,-,-,2024,2,2,2026,2700000,RFA,26-234d,Feb 04 1998,,CA,Calgary,Round 5 (#145 overall) 2016,Buffalo Sabres
Mario Ferraro,D,0.5008343471360469,https://www.spotrac.com/nhl/player/_/id/23768,3250000,3.69,3250000,-,2022,4,2,2026,13000000,UFA,26-9d,Sep 17 1998,3 Years,CA,Des Moines (USHL),Round 2 (#49 overall) 2017,San Jose Sharks
Michael Kesselring,D,0.315281554562825,https://www.spotrac.com/nhl/player/_/id/27235,1400000,1.59,1400000,-,2024,2,2,2026,2800000,RFA,24-256d,Jan 13 2000,,US,Des Moines (USHL),Round 6 (#164 overall) 2018,Utah Hockey Club
Will Cuylle,L,0.2538116241624154,https://www.spotrac.com/nhl/player/_/id/62921,828333,0.94,775000,-,2022,3,1,2025,2775000,RFA,22-146d,May 02 2002,,CA,,Round 2 (#60 overall) 2020,New York Rangers
Dmitry Kulikov,D,0.3864874713375115,https://www.spotrac.com/nhl/player/_/id/6432,1150000,1.31,1000000,400000,2024,4,4,2028,4600000,UFA,33-334d,Oct 29 1990,13 Years,RU,Drummondville,Round 1 (#14 overall) 2009,Florida Panthers
Craig Smith,C,0.2421990942324354,https://www.spotrac.com/nhl/player/_/id/8340,1000000,1.14,1000000,-,2024,1,1,2025,1000000,UFA,35-23d,Sep 05 1989,12 Years,US,Wisconsin,Round 4 (#98 overall) 2009,Chicago Blackhawks
Ben Chiarot,D,0.4839252295290982,https://www.spotrac.com/nhl/player/_/id/14394,4750000,5.4,5250000,-,2022,4,2,2026,19000000,UFA,33-142d,May 09 1991,10 Years,CA,Guelph,Round 4 (#120 overall) 2009,Detroit Red Wings
Brenden Dillon,D,0.4623720768479175,https://www.spotrac.com/nhl/player/_/id/11661,4000000,4.55,3000000,2000000,2024,3,3,2027,12000000,UFA,33-319d,Nov 13 1990,11 Years,CA,Seattle,Undrafted DAL 2011,New Jersey Devils
Josh Anderson,R,0.2926454572291985,https://www.spotrac.com/nhl/player/_/id/13689,5500000,6.25,7000000,-,2020,7,3,2027,38500000,UFA,30-143d,May 07 1994,8 Years,CA,London,Round 4 (#95 overall) 2012,Montreal Canadiens
Nikita Zadorov,D,0.3800220537804206,https://www.spotrac.com/nhl/player/_/id/13564,5000000,5.68,2000000,4000000,2024,6,6,2030,30000000,UFA,29-164d,Apr 16 1995,10 Years,RU,London,Round 1 (#16 overall) 2013,Boston Bruins
Henri Jokiharju,D,0.4022400286397106,https://www.spotrac.com/nhl/player/_/id/23708,3100000,3.52,3100000,-,2024,1,1,2025,3100000,UFA,25-101d,Jun 17 1999,5 Years,FI,Portland,Round 1 (#29 overall) 2017,Buffalo Sabres
Erik Brannstrom,D,0.3658036246040466,https://www.spotrac.com/nhl/player/_/id/23694,900000,1.02,900000,-,2024,1,1,2025,900000,UFA,25-24d,Sep 02 1999,4 Years,SE,HV 71,Round 1 (#15 overall) 2017,Colorado Avalanche
Valtteri Puustinen,R,0.1852148836552095,https://www.spotrac.com/nhl/player/_/id/75738,775000,0.88,775000,-,2024,2,2,2026,1550000,UFA,25-114d,Jun 04 1999,,FI,,Round 7 (#203 overall) 2019,Pittsburgh Penguins
Tye Kartye,L,0.2494345503400981,https://www.spotrac.com/nhl/player/_/id/76119,859167,0.98,775000,92500,2022,3,1,2025,2775000,RFA,23-148d,Apr 30 2001,,CA,,Undrafted SEA 2022,Seattle Kraken
Chris Tanev,D,0.491567057569684,https://www.spotrac.com/nhl/player/_/id/6834,4500000,5.11,1000000,5000000,2024,6,6,2030,27000000,UFA,34-282d,Dec 20 1989,13 Years,CA,Rochester Institute of Technology,Undrafted VAN 2010,Toronto Maple Leafs
Jesper Fast,R,0.2257386320366696,https://www.spotrac.com/nhl/player/_/id/10713,2400000,2.73,2400000,-,2023,2,1,2025,4800000,UFA,32-300d,Dec 02 1991,10 Years,SE,HV 71,Round 6 (#157 overall) 2010,Carolina Hurricanes
Radek Faksa,C,0.2830481847510063,https://www.spotrac.com/nhl/player/_/id/10760,3250000,3.69,2750000,-,2020,5,1,2025,16250000,UFA,30-261d,Jan 09 1994,8 Years,CZ,Kitchener,Round 1 (#13 overall) 2012,St. Louis Blues
Jonny Brodzinski,C,0.2294753854009328,https://www.spotrac.com/nhl/player/_/id/16638,787500,0.89,775000,-,2024,2,2,2026,1575000,UFA,31-100d,Jun 19 1993,,US,St. Cloud State,Round 5 (#148 overall) 2013,New York Rangers
Ryan Pulock,D,0.4259536830428014,https://www.spotrac.com/nhl/player/_/id/13585,6150000,6.99,6150000,-,2022,8,6,2030,49200000,UFA,29-356d,Oct 06 1994,7 Years,CA,Brandon,Round 1 (#15 overall) 2013,New York Islanders
Christian Fischer,R,0.2161198763456177,https://www.spotrac.com/nhl/player/_/id/18136,1125000,1.28,1125000,-,2024,1,1,2025,1125000,UFA,27-164d,Apr 15 1997,7 Years,US,USA U-18,Round 2 (#32 overall) 2015,Detroit Red Wings
Brett Howden,C,0.2660438903438618,https://www.spotrac.com/nhl/player/_/id/20311,1900000,2.16,1650000,-,2023,2,1,2025,3800000,UFA,26-181d,Mar 29 1998,4 Years,CA,Moose Jaw,Round 1 (#27 overall) 2016,Vegas Golden Knights
Mikhail Sergachev,D,0.2233592791479383,https://www.spotrac.com/nhl/player/_/id/20291,8500000,9.66,5050000,6000000,2023,8,7,2031,68000000,UFA,26-93d,Jun 25 1998,6 Years,RU,Windsor,Round 1 (#9 overall) 2016,Utah Hockey Club
David Kampf,C,0.27954081509893,https://www.spotrac.com/nhl/player/_/id/22457,2400000,2.73,1075000,1325000,2023,4,3,2027,9600000,UFA,29-258d,Jan 12 1995,5 Years,CZ,Chomutov,Undrafted CHI 2017,Toronto Maple Leafs
Jan Rutta,D,0.3516342373642308,https://www.spotrac.com/nhl/player/_/id/23001,2750000,3.13,2500000,-,2022,3,1,2025,8250000,UFA,34-61d,Jul 29 1990,5 Years,CZ,Chomutov,Undrafted CHI 2017,San Jose Sharks
Nils Lundkvist,D,0.2362161075719879,https://www.spotrac.com/nhl/player/_/id/27091,1250000,1.42,1250000,-,2024,1,1,2025,1250000,RFA,24-60d,Jul 27 2000,2 Years,SE,Lulea,Round 1 (#28 overall) 2018,Dallas Stars
Connor Dewar,C,0.2560729553082682,https://www.spotrac.com/nhl/player/_/id/27162,1180000,1.34,780000,400000,2024,1,1,2025,1180000,RFA,25-62d,Jul 26 1999,1 Years,CA,Everett,Round 3 (#92 overall) 2018,Toronto Maple Leafs
Kaapo Kakko,R,0.2296148525494372,https://www.spotrac.com/nhl/player/_/id/31626,2400000,2.73,2400000,-,2024,1,1,2025,2400000,RFA,23-224d,Feb 13 2001,3 Years,FI,TPS,Round 1 (#2 overall) 2019,New York Rangers
Braden Schneider,D,0.4380658392773192,https://www.spotrac.com/nhl/player/_/id/62876,2200000,2.5,1635000,125000,2024,2,2,2026,4400000,RFA,22-4d,Sep 21 2001,1 Years,CA,,Round 1 (#19 overall) 2020,New York Rangers
Jack Quinn,R,0.1622716224916726,https://www.spotrac.com/nhl/player/_/id/62865,863333,0.98,832500,-,2022,3,1,2025,5325000,RFA,23-6d,Sep 19 2001,2 Years,CA,,Round 1 (#8 overall) 2020,Buffalo Sabres
Simon Nemec,D,0.3298733989341047,https://www.spotrac.com/nhl/player/_/id/78312,918333,1.04,855000,95000,2023,3,2,2026,12600000,RFA,20-222d,Feb 15 2004,,SK,,Round 1 (#2 overall) 2022,New Jersey Devils
Radko Gudas,D,0.4819799048208822,https://www.spotrac.com/nhl/player/_/id/7007,4000000,4.55,4000000,-,2023,3,2,2026,12000000,UFA,34-115d,Jun 05 1990,11 Years,CZ,Everett,Round 3 (#66 overall) 2010,Anaheim Ducks
Sean Kuraly,C,0.2493255268368394,https://www.spotrac.com/nhl/player/_/id/18886,2500000,2.84,2500000,-,2021,4,1,2025,10000000,UFA,31-250d,Jan 20 1993,7 Years,US,Miami (OH),Round 5 (#132 overall) 2011,Columbus Blue Jackets
Adam Larsson,D,0.5345269515462652,https://www.spotrac.com/nhl/player/_/id/8296,4000000,4.55,4500000,-,2025,4,5,2029,21000000,UFA,31-320d,Nov 11 1992,11 Years,SE,Skelleftea,Round 1 (#4 overall) 2011,Seattle Kraken
Olli Maatta,D,0.3373619077304209,https://www.spotrac.com/nhl/player/_/id/10769,3000000,3.41,3000000,-,2023,2,1,2025,6000000,UFA,30-36d,Aug 22 1994,10 Years,FI,London,Round 1 (#22 overall) 2012,Detroit Red Wings
Connor Clifton,D,0.4440640990737653,https://www.spotrac.com/nhl/player/_/id/25723,3333333,3.79,3333333,-,2023,3,2,2026,10000000,UFA,29-152d,Apr 28 1995,5 Years,US,Providence,Undrafted BOS 2018,Buffalo Sabres
Aaron Ekblad,D,0.3281765742827193,https://www.spotrac.com/nhl/player/_/id/15822,7500000,8.52,4000000,3000000,2017,8,1,2025,60000000,UFA,28-232d,Feb 07 1996,8 Years,CA,Barrie,Round 1 (#1 overall) 2014,Florida Panthers
Keegan Kolesar,R,0.2081812406841344,https://www.spotrac.com/nhl/player/_/id/18518,1400000,1.59,1400000,-,2022,3,1,2025,4200000,UFA,27-171d,Apr 08 1997,3 Years,CA,Seattle,Round 3 (#69 overall) 2015,Vegas Golden Knights
Luke Kunin,C,0.2732101630912875,https://www.spotrac.com/nhl/player/_/id/20297,2750000,3.13,2750000,-,2024,1,1,2025,2750000,UFA,26-296d,Dec 04 1997,4 Years,US,Wisconsin,Round 1 (#15 overall) 2016,San Jose Sharks
Samuel Girard,D,0.3515289773173443,https://www.spotrac.com/nhl/player/_/id/20332,5000000,5.68,5000000,-,2020,7,3,2027,35000000,UFA,26-137d,May 12 1998,6 Years,CA,Shawinigan,Round 2 (#47 overall) 2016,Colorado Avalanche
Dylan Samberg,D,0.386598812818355,https://www.spotrac.com/nhl/player/_/id/23762,1400000,1.59,1500000,-,2023,2,1,2025,2800000,RFA,25-245d,Jan 24 1999,1 Years,US,Waterloo,Round 2 (#43 overall) 2017,Winnipeg Jets
Noah Cates,L,0.2037624953526675,https://www.spotrac.com/nhl/player/_/id/76279,2625000,2.98,2625000,-,2023,2,1,2025,5250000,RFA,25-233d,Feb 05 1999,1 Years,US,,Round 5 (#137 overall) 2017,Philadelphia Flyers
Morgan Barron,C,0.277857799071755,https://www.spotrac.com/nhl/player/_/id/49435,1350000,1.53,1400000,-,2023,2,1,2025,2700000,RFA,25-298d,Dec 02 1998,2 Years,CA,,Round 6 (#174 overall) 2017,Winnipeg Jets
Parker Kelly,L,0.2257149740043386,https://www.spotrac.com/nhl/player/_/id/24495,825000,0.94,825000,-,2024,2,2,2026,1650000,UFA,25-135d,May 14 1999,2 Years,CA,Prince Albert,Undrafted OTT 2017,Colorado Avalanche
Ryan Suter,D,0.4275705449308793,https://www.spotrac.com/nhl/player/_/id/1858,775000,0.88,775000,-,2024,1,1,2025,775000,UFA,39-252d,Jan 20 1985,18 Years,US,Wisconsin,Round 1 (#7 overall) 2003,St. Louis Blues
Alec Martinez,D,0.3664899821549455,https://www.spotrac.com/nhl/player/_/id/7151,4000000,4.55,4000000,-,2024,1,1,2025,4000000,UFA,37-66d,Jul 25 1987,13 Years,US,Miami (OH),Round 4 (#95 overall) 2007,Chicago Blackhawks
Garnet Hathaway,R,0.2423061317704667,https://www.spotrac.com/nhl/player/_/id/17586,2375000,2.7,2050000,-,2025,2,3,2027,4800000,UFA,32-309d,Nov 23 1991,7 Years,,Brown,Undrafted CGY 2015,Philadelphia Flyers
Anthony Beauvillier,L,0.2105943971951547,https://www.spotrac.com/nhl/player/_/id/18291,1250000,1.42,1250000,-,2024,1,1,2025,1250000,UFA,27-110d,Jun 08 1997,6 Years,CA,Shawinigan,Round 1 (#28 overall) 2015,Pittsburgh Penguins
Yakov Trenin,C,0.3409630524370385,https://www.spotrac.com/nhl/player/_/id/17985,3500000,3.98,4000000,-,2024,4,4,2028,14000000,UFA,27-256d,Jan 13 1997,3 Years,RU,Gatineau,Round 2 (#55 overall) 2015,Minnesota Wild
Niko Mikkola,D,0.4767790792926871,https://www.spotrac.com/nhl/player/_/id/25989,2500000,2.84,2500000,-,2023,3,2,2026,7500000,UFA,28-152d,Apr 27 1996,3 Years,FI,,Round 5 (#127 overall) 2015,Florida Panthers
Ryan Lindgren,D,0.4116118035212037,https://www.spotrac.com/nhl/player/_/id/20334,4500000,5.11,4000000,500000,2024,1,1,2025,4500000,UFA,26-227d,Feb 11 1998,4 Years,US,USA U-18,Round 2 (#49 overall) 2016,New York Rangers
Juuso Valimaki,D,0.3559211306672318,https://www.spotrac.com/nhl/player/_/id/23695,2000000,2.27,2000000,-,2024,2,2,2026,4000000,UFA,25-355d,Oct 06 1998,4 Years,FI,Tri-City,Round 1 (#16 overall) 2017,Utah Hockey Club
Pontus Holmberg,R,0.1790296644536409,https://www.spotrac.com/nhl/player/_/id/27227,800000,0.91,825000,-,2023,2,1,2025,1600000,RFA,25-201d,Mar 09 1999,,SE,Vaxjo,Round 6 (#156 overall) 2018,Toronto Maple Leafs
Scott Perunovich,D,0.2280858629861322,https://www.spotrac.com/nhl/player/_/id/27114,1150000,1.31,1150000,-,2024,1,1,2025,1150000,UFA,26-39d,Aug 18 1998,,US,Minnesota-Duluth,Round 2 (#45 overall) 2018,St. Louis Blues
Peyton Krebs,C,0.2497742149953059,https://www.spotrac.com/nhl/player/_/id/31641,1450000,1.65,-,-,2024,2,2,2026,2900000,RFA,23-242d,Jan 26 2001,3 Years,CA,Kootenay,Round 1 (#17 overall) 2019,Buffalo Sabres
Jack Johnson,D,0.3522137149651121,https://www.spotrac.com/nhl/player/_/id/1773,775000,0.88,775000,-,2024,1,1,2025,775000,UFA,37-259d,Jan 13 1987,17 Years,US,Michigan,Round 1 (#3 overall) 2005,Columbus Blue Jackets
Trevor Lewis,C,0.265946822783611,https://www.spotrac.com/nhl/player/_/id/7149,800000,0.91,800000,-,2024,1,1,2025,800000,UFA,37-265d,Jan 07 1987,14 Years,US,Central Michigan,Round 1 (#17 overall) 2006,Los Angeles Kings
Pat Maroon,L,0.1618680764911749,https://www.spotrac.com/nhl/player/_/id/8297,1300000,1.48,1300000,-,2024,1,1,2025,1300000,UFA,36-158d,Apr 23 1988,11 Years,US,London,Round 6 (#161 overall) 2007,Chicago Blackhawks
Brian Dumoulin,D,0.3529399707040963,https://www.spotrac.com/nhl/player/_/id/9553,3150000,3.58,3000000,-,2023,2,1,2025,6300000,UFA,33-22d,Sep 06 1991,9 Years,US,Boston College,Round 2 (#51 overall) 2009,Anaheim Ducks
Sam Carrick,C,0.2691384744291005,https://www.spotrac.com/nhl/player/_/id/9304,1000000,1.14,900000,100000,2024,3,3,2027,3000000,UFA,32-236d,Feb 04 1992,7 Years,CA,Brampton,Round 5 (#144 overall) 2010,New York Rangers
Dougie Hamilton,D,0.1389435468939082,https://www.spotrac.com/nhl/player/_/id/11655,9000000,10.23,10000000,2600000,2021,7,4,2028,63000000,UFA,31-102d,Jun 17 1993,10 Years,CA,Niagara,Round 1 (#9 overall) 2011,New Jersey Devils
Adam Pelech,D,0.3493414340706738,https://www.spotrac.com/nhl/player/_/id/17917,5750000,6.53,5750000,-,2021,8,5,2029,46000000,UFA,30-42d,Aug 16 1994,7 Years,CA,Erie,Round 3 (#65 overall) 2012,New York Islanders
Brett Kulak,D,0.3532435892022131,https://www.spotrac.com/nhl/player/_/id/15559,2750000,3.13,2500000,-,2022,4,2,2026,11000000,UFA,30-264d,Jan 06 1994,9 Years,CA,Vancouver,Round 4 (#105 overall) 2012,Edmonton Oilers
Andre Burakovsky,L,0.1935039496194607,https://www.spotrac.com/nhl/player/_/id/13527,5500000,6.25,6250000,-,2022,5,3,2027,27500000,UFA,29-230d,Feb 09 1995,9 Years,AT,Erie,Round 1 (#23 overall) 2013,Seattle Kraken
Nicolas Aube-Kubel,R,0.1864671371639276,https://www.spotrac.com/nhl/player/_/id/15885,1500000,1.7,1500000,-,2024,1,1,2025,1500000,UFA,28-139d,May 10 1996,4 Years,CA,Val-d'Or,Round 2 (#48 overall) 2014,Buffalo Sabres
Brandon Tanev,L,0.2242720209798993,https://www.spotrac.com/nhl/player/_/id/18889,3500000,3.98,2500000,1000000,2019,6,1,2025,21000000,UFA,32-271d,Dec 31 1991,7 Years,CA,Providence,Undrafted WPG 2016,Seattle Kraken
Martin Fehervary,D,0.3900985844795738,https://www.spotrac.com/nhl/player/_/id/27115,2675000,3.04,1550000,1000000,2023,3,2,2026,8025000,RFA,24-355d,Oct 06 1999,2 Years,SK,HV 71,Round 2 (#46 overall) 2018,Washington Capitals
Alex Vlasic,D,0.477173775464969,https://www.spotrac.com/nhl/player/_/id/31667,4600000,5.23,1500000,4500000,2024,6,6,2030,27600000,UFA,23-112d,Jun 05 2001,2 Years,US,USA U-18,Round 2 (#43 overall) 2019,Chicago Blackhawks
Lukas Reichel,L,0.1976130103302927,https://www.spotrac.com/nhl/player/_/id/62874,1200000,1.36,1100000,-,2024,2,2,2026,2400000,RFA,22-131d,May 17 2002,2 Years,DE,,Round 1 (#17 overall) 2020,Chicago Blackhawks
Kent Johnson,C,0.2018866949949635,https://www.spotrac.com/nhl/player/_/id/73758,1800000,2.05,1800000,-,2024,3,3,2027,5400000,RFA,21-342d,Oct 18 2002,2 Years,CA,Michigan,Round 1 (#5 overall) 2021,Columbus Blue Jackets
Brendan Smith,D,0.3307324265917107,https://www.spotrac.com/nhl/player/_/id/6844,1000000,1.14,1000000,-,2024,1,1,2025,1000000,UFA,35-233d,Feb 07 1989,11 Years,CA,Wisconsin,Round 1 (#27 overall) 2007,Dallas Stars
Nick Cousins,C,0.2699999413251419,https://www.spotrac.com/nhl/player/_/id/9293,800000,0.91,800000,-,2024,1,1,2025,800000,UFA,31-69d,Jul 20 1993,8 Years,CA,Sault Ste. Marie,Round 3 (#68 overall) 2011,Ottawa Senators
Jamie Oleksiak,D,0.4980773815618731,https://www.spotrac.com/nhl/player/_/id/8423,4600000,5.23,5500000,-,2021,5,2,2026,23000000,UFA,31-280d,Dec 21 1992,10 Years,CA,Northeastern,Round 1 (#14 overall) 2011,Seattle Kraken
Mark Jankowski,C,0.2146357318365858,https://www.spotrac.com/nhl/player/_/id/10768,800000,0.91,775000,-,2024,2,2,2026,1600000,UFA,30-14d,Sep 13 1994,4 Years,CA,Providence,Round 1 (#21 overall) 2012,Nashville Predators
Conor Sheary,L,0.1577079905241264,https://www.spotrac.com/nhl/player/_/id/17951,2000000,2.27,2000000,-,2023,3,2,2026,6000000,UFA,32-111d,Jun 08 1992,7 Years,US,Massachusetts,Undrafted PIT 2015,Tampa Bay Lightning
Frederick Gaudreau,C,0.2255446955443514,https://www.spotrac.com/nhl/player/_/id/18576,2100000,2.39,2240000,-,2023,5,4,2028,10500000,UFA,31-149d,May 01 1993,5 Years,CA,Shawinigan,Undrafted NSH 2016,Minnesota Wild
Viktor Arvidsson,R,0.1296331058975647,https://www.spotrac.com/nhl/player/_/id/15584,4000000,4.55,4000000,-,2024,2,2,2026,8000000,UFA,31-172d,Apr 08 1993,8 Years,SE,Skelleftea,Round 4 (#112 overall) 2014,Edmonton Oilers
Victor Olofsson,L,0.1670404418835186,https://www.spotrac.com/nhl/player/_/id/25131,1075000,1.22,1075000,-,2024,1,1,2025,1075000,UFA,29-71d,Jul 18 1995,5 Years,SE,,Round 7 (#181 overall) 2014,Vegas Golden Knights
Kevin Stenlund,C,0.2865346352288865,https://www.spotrac.com/nhl/player/_/id/22618,2000000,2.27,2000000,-,2024,2,2,2026,4000000,UFA,27-6d,Sep 20 1996,4 Years,SE,HV 71,Round 2 (#58 overall) 2015,Utah Hockey Club
Max Jones,L,0.1719197474088277,https://www.spotrac.com/nhl/player/_/id/20308,1000000,1.14,1000000,-,2024,2,2,2026,2000000,UFA,26-221d,Feb 17 1998,5 Years,US,London,Round 1 (#24 overall) 2016,Boston Bruins
Blake Lizotte,C,0.2369034174477686,https://www.spotrac.com/nhl/player/_/id/28975,1850000,2.1,1850000,-,2024,2,2,2026,3700000,UFA,26-287d,Dec 13 1997,4 Years,US,St. Cloud State,Undrafted LAK 2019,Pittsburgh Penguins
Trevor Zegras,C,0.19840870198717,https://www.spotrac.com/nhl/player/_/id/31633,5750000,6.53,5750000,-,2023,3,2,2026,17250000,RFA,23-189d,Mar 20 2001,3 Years,US,USA U-18,Round 1 (#9 overall) 2019,Anaheim Ducks
Arthur Kaliyev,R,0.1882116129767625,https://www.spotrac.com/nhl/player/_/id/31657,825000,0.94,825000,-,2024,1,1,2025,825000,RFA,23-91d,Jun 26 2001,2 Years,US,Hamilton,Round 2 (#33 overall) 2019,Los Angeles Kings
Kevin Korchinski,D,0.3231979821395346,https://www.spotrac.com/nhl/player/_/id/78317,918333,1.04,855000,95000,2023,3,2,2026,5850000,RFA,20-95d,Jun 21 2004,,CA,,Round 1 (#7 overall) 2022,Chicago Blackhawks
Matthew Poitras,C,0.195670586315102,https://www.spotrac.com/nhl/player/_/id/78364,870000,0.99,775000,95000,2023,3,2,2026,2850000,RFA,20-198d,Mar 10 2004,,CA,,Round 2 (#54 overall) 2022,Boston Bruins
Zach Bogosian,D,0.3467775681062475,https://www.spotrac.com/nhl/player/_/id/4819,1250000,1.42,1250000,-,2024,2,2,2026,2500000,UFA,34-75d,Jul 15 1990,14 Years,US,Peterborough,Round 1 (#3 overall) 2008,Minnesota Wild
Nick Jensen,D,0.4046693802580571,https://www.spotrac.com/nhl/player/_/id/13062,4050000,4.6,2150000,2000000,2023,3,2,2026,12150000,UFA,33-7d,Sep 21 1990,6 Years,US,St. Cloud State,Round 5 (#149 overall) 2009,Ottawa Senators
Zemgus Girgensons,L,0.1907270268307139,https://www.spotrac.com/nhl/player/_/id/10761,850000,0.97,775000,225000,2024,3,3,2027,2550000,UFA,30-265d,Jan 05 1994,9 Years,LV,Dubuque,Round 1 (#14 overall) 2012,Tampa Bay Lightning
